Question ID,NetSuite Module,User Question,Clarification Question,Query ID,Live Lookup Field,SQL Query,Available Options,JSON Status,JSON Row Count,JSON Error,JSON Details,JSON Items,Selector Type
q196,Manufacturing,Show location-specific BOMs,Which location's BOM?,location-bom,value,"SELECT l.name as display_value, l.id as value FROM location l WHERE ROWNUM <= 50","2Flow, Academy Crests, Australia, Belfast, Blanchardstown Centre, Bleckmann Aussie, Bleckmann Australia, Bleckmann BE, Bleckmann BE Miscellaneous, Bleckmann BE Quarantine, Bleckmann Ohio, Bleckmann Swindon, Bleckmann UK, Bleckmann UK Miscellaneous, Bleckmann UK Quarantine, Crescent Centre, Digme, Dundrum Town Centre, EU, Events IE, Events UK, Galway, Headquarters, Headquarters UK, Ireland Quarantine, Jervis Centre, Kildare Village, Lifestyle Sports B2B, Lifestyle Sports B2B Miscellaneous, Lifestyle Sports FC, LSS Returns, Lifestyle Hold, Lifestyle Quarantine, Lifestyle Sports FC Miscellaneous, Liffey Valley, Liverpool, Mahon Point, Manchester, Meteor Space Miscellaneous, Meteor Space Quarantine, Otrium, PCH China, PCH China Quarantine, PCH-UK, Swords Pavillon, The Very Group, UK, Westfield London, Wholesale, Wholesale UK",success,50,,,"[{""links"": [], ""display_value"": ""2Flow"", ""value"": ""208""}, {""links"": [], ""display_value"": ""Academy Crests"", ""value"": ""242""}, {""links"": [], ""display_value"": ""Australia"", ""value"": ""15""}, {""links"": [], ""display_value"": ""Belfast"", ""value"": ""9""}, {""links"": [], ""display_value"": ""Blanchardstown Centre"", ""value"": ""6""}, {""links"": [], ""display_value"": ""Bleckmann Aussie"", ""value"": ""239""}, {""links"": [], ""display_value"": ""Bleckmann Australia"", ""value"": ""248""}, {""links"": [], ""display_value"": ""Bleckmann BE"", ""value"": ""101""}, {""links"": [], ""display_value"": ""Bleckmann BE Miscellaneous"", ""value"": ""230""}, {""links"": [], ""display_value"": ""Bleckmann BE Quarantine"", ""value"": ""203""}, {""links"": [], ""display_value"": ""Bleckmann Ohio"", ""value"": ""202""}, {""links"": [], ""display_value"": ""Bleckmann Swindon"", ""value"": ""201""}, {""links"": [], ""display_value"": ""Bleckmann UK"", ""value"": ""103""}, {""links"": [], ""display_value"": ""Bleckmann UK Miscellaneous"", ""value"": ""229""}, {""links"": [], ""display_value"": ""Bleckmann UK Quarantine"", ""value"": ""211""}, {""links"": [], ""display_value"": ""Crescent Centre"", ""value"": ""3""}, {""links"": [], ""display_value"": ""Digme"", ""value"": ""213""}, {""links"": [], ""display_value"": ""Dundrum Town Centre"", ""value"": ""1""}, {""links"": [], ""display_value"": ""EU"", ""value"": ""13""}, {""links"": [], ""display_value"": ""Events IE"", ""value"": ""210""}, {""links"": [], ""display_value"": ""Events UK"", ""value"": ""209""}, {""links"": [], ""display_value"": ""Galway"", ""value"": ""11""}, {""links"": [], ""display_value"": ""Headquarters"", ""value"": ""236""}, {""links"": [], ""display_value"": ""Headquarters UK"", ""value"": ""238""}, {""links"": [], ""display_value"": ""Ireland Quarantine"", ""value"": ""215""}, {""links"": [], ""display_value"": ""Jervis Centre"", ""value"": ""214""}, {""links"": [], ""display_value"": ""Kildare Village"", ""value"": ""5""}, {""links"": [], ""display_value"": ""Lifestyle Sports B2B"", ""value"": ""226""}, {""links"": [], ""display_value"": ""Lifestyle Sports B2B Miscellaneous"", ""value"": ""234""}, {""links"": [], ""display_value"": ""Lifestyle Sports FC"", ""value"": ""219""}, {""links"": [], ""display_value"": ""LSS Returns"", ""value"": ""237""}, {""links"": [], ""display_value"": ""Lifestyle Hold"", ""value"": ""227""}, {""links"": [], ""display_value"": ""Lifestyle Quarantine"", ""value"": ""228""}, {""links"": [], ""display_value"": ""Lifestyle Sports FC Miscellaneous"", ""value"": ""235""}, {""links"": [], ""display_value"": ""Liffey Valley"", ""value"": ""4""}, {""links"": [], ""display_value"": ""Liverpool"", ""value"": ""10""}, {""links"": [], ""display_value"": ""Mahon Point"", ""value"": ""2""}, {""links"": [], ""display_value"": ""Manchester"", ""value"": ""8""}, {""links"": [], ""display_value"": ""Meteor Space Miscellaneous"", ""value"": ""246""}, {""links"": [], ""display_value"": ""Meteor Space Quarantine"", ""value"": ""247""}, {""links"": [], ""display_value"": ""Otrium"", ""value"": ""212""}, {""links"": [], ""display_value"": ""PCH China"", ""value"": ""102""}, {""links"": [], ""display_value"": ""PCH China Quarantine"", ""value"": ""204""}, {""links"": [], ""display_value"": ""PCH-UK"", ""value"": ""104""}, {""links"": [], ""display_value"": ""Swords Pavillon"", ""value"": ""205""}, {""links"": [], ""display_value"": ""The Very Group"", ""value"": ""231""}, {""links"": [], ""display_value"": ""UK"", ""value"": ""14""}, {""links"": [], ""display_value"": ""Westfield London"", ""value"": ""7""}, {""links"": [], ""display_value"": ""Wholesale"", ""value"": ""249""}, {""links"": [], ""display_value"": ""Wholesale UK"", ""value"": ""232""}]",Scrollable Multi-Select
q197,Supply Chain,Run MRP analysis,Which planning process?,planning-process,'mrp',"SELECT 'mrp' as value, 'MRP Planning' as display_value FROM DUAL UNION ALL SELECT 'demand' as value, 'Demand Planning' as display_value FROM DUAL UNION ALL SELECT 'supply' as value, 'Supply Planning' as display_value FROM DUAL UNION ALL SELECT 'capacity' as value, 'Capacity Planning' as display_value FROM DUAL","Capacity Planning, Demand Planning, MRP Planning, Supply Planning",success,4,,,"[{""links"": [], ""display_value"": ""Capacity Planning"", ""value"": ""capacity""}, {""links"": [], ""display_value"": ""Demand Planning"", ""value"": ""demand""}, {""links"": [], ""display_value"": ""MRP Planning"", ""value"": ""mrp""}, {""links"": [], ""display_value"": ""Supply Planning"", ""value"": ""supply""}]",Checkbox Multi-Select
q198,Planning & Budgeting,Generate demand forecast,What time horizon?,time-horizon,'short',"SELECT 'short' as value, 'Short Term (0-3 months)' as display_value FROM DUAL UNION ALL SELECT 'medium' as value, 'Medium Term (3-12 months)' as display_value FROM DUAL UNION ALL SELECT 'long' as value, 'Long Term (12+ months)' as display_value FROM DUAL","Long Term (12+ months), Medium Term (3-12 months), Short Term (0-3 months)",success,3,,,"[{""links"": [], ""display_value"": ""Long Term (12+ months)"", ""value"": ""long""}, {""links"": [], ""display_value"": ""Medium Term (3-12 months)"", ""value"": ""medium""}, {""links"": [], ""display_value"": ""Short Term (0-3 months)"", ""value"": ""short""}]",Radio Buttons
q199,Reporting,Show sales by month,How should I group the time periods?,time-grouping,'daily',"SELECT 'daily' as value, 'Daily' as display_value FROM DUAL UNION ALL SELECT 'weekly' as value, 'Weekly' as display_value FROM DUAL UNION ALL SELECT 'monthly' as value, 'Monthly' as display_value FROM DUAL UNION ALL SELECT 'quarterly' as value, 'Quarterly' as display_value FROM DUAL UNION ALL SELECT 'yearly' as value, 'Yearly' as display_value FROM DUAL","Daily, Monthly, Quarterly, Weekly, Yearly",success,5,,,"[{""links"": [], ""display_value"": ""Daily"", ""value"": ""daily""}, {""links"": [], ""display_value"": ""Monthly"", ""value"": ""monthly""}, {""links"": [], ""display_value"": ""Quarterly"", ""value"": ""quarterly""}, {""links"": [], ""display_value"": ""Weekly"", ""value"": ""weekly""}, {""links"": [], ""display_value"": ""Yearly"", ""value"": ""yearly""}]",Radio Buttons
q200,Supply Chain,Calculate total lead time,Which lead time component?,lead-time-component,'purchase',"SELECT 'purchase' as value, 'Purchase Lead Time' as display_value FROM DUAL UNION ALL SELECT 'manufacturing' as value, 'Manufacturing Lead Time' as display_value FROM DUAL UNION ALL SELECT 'total' as value, 'Total Lead Time' as display_value FROM DUAL","Manufacturing Lead Time, Purchase Lead Time, Total Lead Time",success,3,,,"[{""links"": [], ""display_value"": ""Manufacturing Lead Time"", ""value"": ""manufacturing""}, {""links"": [], ""display_value"": ""Purchase Lead Time"", ""value"": ""purchase""}, {""links"": [], ""display_value"": ""Total Lead Time"", ""value"": ""total""}]",Checkbox Multi-Select
q201,Supply Chain,Show demand by source,Which demand sources to include?,demand-sources,'sales_orders',"SELECT 'sales_orders' as value, 'Sales Orders' as display_value FROM DUAL UNION ALL SELECT 'forecasts' as value, 'Forecasts' as display_value FROM DUAL UNION ALL SELECT 'work_orders' as value, 'Work Orders' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Sources' as display_value FROM DUAL","All Sources, Forecasts, Sales Orders, Work Orders",success,4,,,"[{""links"": [], ""display_value"": ""All Sources"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Forecasts"", ""value"": ""forecasts""}, {""links"": [], ""display_value"": ""Sales Orders"", ""value"": ""sales_orders""}, {""links"": [], ""display_value"": ""Work Orders"", ""value"": ""work_orders""}]",Checkbox Multi-Select
q202,Order Management,Track order fulfillment status,Which fulfillment stage?,fulfillment-stage,'pending',"SELECT 'pending' as value, 'Pending Fulfillment' as display_value FROM DUAL UNION ALL SELECT 'picking' as value, 'Picking' as display_value FROM DUAL UNION ALL SELECT 'packing' as value, 'Packing' as display_value FROM DUAL UNION ALL SELECT 'shipped' as value, 'Shipped' as display_value FROM DUAL UNION ALL SELECT 'delivered' as value, 'Delivered' as display_value FROM DUAL","Delivered, Packing, Pending Fulfillment, Picking, Shipped",success,5,,,"[{""links"": [], ""display_value"": ""Delivered"", ""value"": ""delivered""}, {""links"": [], ""display_value"": ""Packing"", ""value"": ""packing""}, {""links"": [], ""display_value"": ""Pending Fulfillment"", ""value"": ""pending""}, {""links"": [], ""display_value"": ""Picking"", ""value"": ""picking""}, {""links"": [], ""display_value"": ""Shipped"", ""value"": ""shipped""}]",Checkbox Multi-Select
q203,Order Management,List dropship orders,Which fulfillment method?,fulfillment-method,'standard',"SELECT 'standard' as value, 'Standard Shipping' as display_value FROM DUAL UNION ALL SELECT 'expedited' as value, 'Expedited Shipping' as display_value FROM DUAL UNION ALL SELECT 'pickup' as value, 'Customer Pickup' as display_value FROM DUAL UNION ALL SELECT 'dropship' as value, 'Drop Ship' as display_value FROM DUAL","Drop Ship, Expedited Shipping, Customer Pickup, Standard Shipping",success,4,,,"[{""links"": [], ""display_value"": ""Drop Ship"", ""value"": ""dropship""}, {""links"": [], ""display_value"": ""Expedited Shipping"", ""value"": ""expedited""}, {""links"": [], ""display_value"": ""Customer Pickup"", ""value"": ""pickup""}, {""links"": [], ""display_value"": ""Standard Shipping"", ""value"": ""standard""}]",Checkbox Multi-Select
q204,Order Management,Show rush orders,Which order types?,order-types,'standard',"SELECT 'standard' as value, 'Standard Orders' as display_value FROM DUAL UNION ALL SELECT 'rush' as value, 'Rush Orders' as display_value FROM DUAL UNION ALL SELECT 'backorder' as value, 'Backorders' as display_value FROM DUAL UNION ALL SELECT 'special' as value, 'Special Orders' as display_value FROM DUAL","Backorders, Rush Orders, Special Orders, Standard Orders",success,4,,,"[{""links"": [], ""display_value"": ""Backorders"", ""value"": ""backorder""}, {""links"": [], ""display_value"": ""Rush Orders"", ""value"": ""rush""}, {""links"": [], ""display_value"": ""Special Orders"", ""value"": ""special""}, {""links"": [], ""display_value"": ""Standard Orders"", ""value"": ""standard""}]",Checkbox Multi-Select
q205,Order Management,Track returns by stage,Which return stage?,return-stage,'pending',"SELECT 'pending' as value, 'Pending Authorization' as display_value FROM DUAL UNION ALL SELECT 'authorized' as value, 'Authorized' as display_value FROM DUAL UNION ALL SELECT 'received' as value, 'Received' as display_value FROM DUAL UNION ALL SELECT 'processed' as value, 'Processed' as display_value FROM DUAL","Authorized, Pending Authorization, Processed, Received",success,4,,,"[{""links"": [], ""display_value"": ""Authorized"", ""value"": ""authorized""}, {""links"": [], ""display_value"": ""Pending Authorization"", ""value"": ""pending""}, {""links"": [], ""display_value"": ""Processed"", ""value"": ""processed""}, {""links"": [], ""display_value"": ""Received"", ""value"": ""received""}]",Checkbox Multi-Select
q206,Warehouse Management,Monitor warehouse operations,Which warehouse process?,warehouse-process,'receiving',"SELECT 'receiving' as value, 'Receiving' as display_value FROM DUAL UNION ALL SELECT 'putaway' as value, 'Put Away' as display_value FROM DUAL UNION ALL SELECT 'picking' as value, 'Picking' as display_value FROM DUAL UNION ALL SELECT 'shipping' as value, 'Shipping' as display_value FROM DUAL","Picking, Put Away, Receiving, Shipping",success,4,,,"[{""links"": [], ""display_value"": ""Picking"", ""value"": ""picking""}, {""links"": [], ""display_value"": ""Put Away"", ""value"": ""putaway""}, {""links"": [], ""display_value"": ""Receiving"", ""value"": ""receiving""}, {""links"": [], ""display_value"": ""Shipping"", ""value"": ""shipping""}]",Checkbox Multi-Select
q207,Financial Management,Show manual vs system transactions,Transaction source?,transaction-source-specific,'manual',"SELECT 'manual' as value, 'Manual Entry' as display_value FROM DUAL UNION ALL SELECT 'import' as value, 'Imported' as display_value FROM DUAL UNION ALL SELECT 'system' as value, 'System Generated' as display_value FROM DUAL UNION ALL SELECT 'integration' as value, 'Integration' as display_value FROM DUAL","Imported, Integration, Manual Entry, System Generated",success,4,,,"[{""links"": [], ""display_value"": ""Imported"", ""value"": ""import""}, {""links"": [], ""display_value"": ""Integration"", ""value"": ""integration""}, {""links"": [], ""display_value"": ""Manual Entry"", ""value"": ""manual""}, {""links"": [], ""display_value"": ""System Generated"", ""value"": ""system""}]",Radio Buttons
q208,Warehouse Management,List bin locations,Which bin type?,bin-type,'primary',"SELECT 'primary' as value, 'Primary Bins' as display_value FROM DUAL UNION ALL SELECT 'overflow' as value, 'Overflow Bins' as display_value FROM DUAL UNION ALL SELECT 'picking' as value, 'Picking Bins' as display_value FROM DUAL UNION ALL SELECT 'all' as value, 'All Bin Types' as display_value FROM DUAL","All Bin Types, Overflow Bins, Picking Bins, Primary Bins",success,4,,,"[{""links"": [], ""display_value"": ""All Bin Types"", ""value"": ""all""}, {""links"": [], ""display_value"": ""Overflow Bins"", ""value"": ""overflow""}, {""links"": [], ""display_value"": ""Picking Bins"", ""value"": ""picking""}, {""links"": [], ""display_value"": ""Primary Bins"", ""value"": ""primary""}]",Checkbox Multi-Select
